name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"ZÃ¼rich, ZH, Schweiz",2013-07-13,25.1,12.6,19.1,25.1,12.6,19.1,10.5,59.9,0.0,0,0.0,,0.0,0.0,23.3,10.7,34.6,1018.5,17.7,12.8,347.1,30.1,9,,2013-07-13T05:42:37,2013-07-13T21:20:04,0.18,Clear,Clear conditions throughout the day.,clear-day,"06679099999,06670099999,06673099999,06660099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2013-07-14,26.0,13.6,20.3,26.0,13.6,20.3,10.5,55.3,0.0,0,0.0,,0.0,0.0,27.6,10.8,38.6,1019.6,17.3,12.2,353.5,30.6,9,,2013-07-14T05:43:34,2013-07-14T21:19:19,0.21,Clear,Clear conditions throughout the day.,clear-day,"06679099999,06670099999,06673099999,06660099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2013-07-15,26.5,15.0,20.9,26.5,15.0,20.9,11.1,55.1,0.0,0,0.0,,0.0,0.0,33.7,11.8,16.5,1020.3,38.0,10.7,333.9,28.8,9,,2013-07-15T05:44:33,2013-07-15T21:18:31,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06679099999,06670099999,06673099999,06660099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2013-07-16,27.6,14.1,20.8,27.0,14.1,20.8,10.5,53.2,0.0,0,0.0,,0.0,0.0,27.2,11.5,45.5,1020.2,3.0,27.3,353.4,30.5,9,,2013-07-16T05:45:34,2013-07-16T21:17:41,0.25,Clear,Clear conditions throughout the day.,clear-day,"06679099999,06670099999,06673099999,06660099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2013-07-17,26.3,16.4,20.9,26.3,16.4,20.9,12.9,60.9,0.088,100,8.33,rain,0.0,0.0,18.1,9.6,35.5,1019.6,67.7,10.7,173.9,14.9,7,,2013-07-17T05:46:36,2013-07-17T21:16:48,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06689099999,06679099999,06670099999,06673099999,06660099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2013-07-18,28.2,17.6,21.9,27.8,17.6,21.9,14.6,65.3,0.023,100,29.17,rain,0.0,0.0,35.1,15.0,85.7,1018.1,82.5,10.2,221.1,19.2,8,,2013-07-18T05:47:39,2013-07-18T21:15:53,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06679099999,06670099999,06673099999,06660099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2013-07-19,27.8,15.2,20.9,27.6,15.2,20.9,14.2,67.8,0.003,100,4.17,rain,0.0,0.0,30.8,12.6,81.0,1017.7,60.7,11.6,223.4,19.5,7,,2013-07-19T05:48:43,2013-07-19T21:14:56,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"06679099999,06670099999,06673099999,06660099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2013-07-20,29.0,16.3,22.2,28.5,16.3,22.1,14.8,66.0,0.0,0,0.0,,0.0,0.0,31.1,11.3,62.8,1016.6,49.2,12.1,219.5,18.9,8,,2013-07-20T05:49:48,2013-07-20T21:13:57,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06689099999,06679099999,06670099999,06673099999,06646099999,06660099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2013-07-21,28.8,16.4,22.8,28.6,16.4,22.8,14.5,61.8,0.0,0,0.0,,0.0,0.0,20.6,9.2,56.9,1017.0,27.5,13.7,302.9,26.1,9,,2013-07-21T05:50:54,2013-07-21T21:12:56,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06689099999,06679099999,06670099999,06673099999,06660099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2013-07-22,30.9,17.7,24.0,29.8,17.7,23.8,14.8,59.5,0.103,100,4.17,rain,0.0,0.0,20.5,12.9,51.4,1015.8,24.6,10.1,324.5,28.1,9,,2013-07-22T05:52:02,2013-07-22T21:11:52,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"06689099999,06679099999,06670099999,06673099999,06660099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2013-07-23,30.7,18.8,23.1,30.1,18.8,23.1,15.9,66.2,1.255,100,37.5,rain,0.0,0.0,43.0,15.2,147.5,1013.6,55.0,9.8,183.4,15.9,5,,2013-07-23T05:53:10,2013-07-23T21:10:47,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06689099999,06679099999,06670099999,06673099999,06660099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2013-07-24,25.1,17.1,20.8,25.1,17.1,20.8,15.7,72.9,0.519,100,16.67,rain,0.0,0.0,26.1,10.9,200.4,1015.7,62.5,10.1,162.2,14.0,4,,2013-07-24T05:54:19,2013-07-24T21:09:39,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"06679099999,06670099999,06673099999,06660099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2013-07-25,28.9,17.4,23.0,29.2,17.4,23.1,16.6,69.7,0.046,100,8.33,rain,0.0,0.0,21.3,11.3,216.9,1016.2,45.7,9.8,280.5,24.3,8,,2013-07-25T05:55:29,2013-07-25T21:08:30,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"06689099999,06679099999,06670099999,06673099999,06660099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2013-07-26,32.7,18.4,25.2,32.1,18.4,25.2,16.7,63.6,0.0,0,0.0,,0.0,0.0,23.8,7.3,147.9,1013.9,18.8,11.6,308.5,26.7,9,,2013-07-26T05:56:40,2013-07-26T21:07:18,0.62,Clear,Clear conditions throughout the day.,clear-day,"06689099999,06679099999,06670099999,06673099999,06675099999,06660099999,06620099999,06664099999,06644099999,06624099999"
"ZÃ¼rich, ZH, Schweiz",2013-07-27,34.3,20.5,27.3,34.0,20.5,27.2,16.0,53.9,0.0,0,0.0,,0.0,0.0,19.4,8.5,129.8,1009.3,32.1,19.0,284.7,24.8,8,,2013-07-27T05:57:52,2013-07-27T21:06:05,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06679099999,06670099999,06673099999,06660099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2013-07-28,32.7,18.8,25.0,32.6,18.8,25.0,15.9,59.2,0.686,100,25.0,rain,0.0,0.0,53.1,22.7,326.1,1010.5,64.0,12.3,308.6,26.6,8,,2013-07-28T05:59:04,2013-07-28T21:04:49,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06689099999,06679099999,06670099999,06673099999,06660099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2013-07-29,19.2,14.8,16.5,19.2,14.8,16.5,15.2,92.0,44.483,100,79.17,rain,0.0,0.0,55.3,18.0,214.7,1018.2,91.1,8.9,112.7,9.6,3,,2013-07-29T06:00:17,2013-07-29T21:03:32,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06679099999,06670099999,06673099999,06660099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2013-07-30,23.2,14.3,18.2,23.2,14.3,18.2,13.4,75.4,2.885,100,33.33,rain,0.0,0.0,31.4,13.0,233.0,1022.4,70.5,10.8,311.0,27.0,9,,2013-07-30T06:01:31,2013-07-30T21:02:13,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06679099999,06670099999,06673099999,06660099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2013-07-31,26.9,16.5,21.2,27.0,16.5,21.2,13.8,64.4,0.0,0,0.0,,0.0,0.0,22.6,10.7,254.8,1020.6,40.6,12.4,338.0,29.0,9,,2013-07-31T06:02:45,2013-07-31T21:00:52,0.79,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"06679099999,06670099999,06673099999,06660099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2013-08-01,30.6,15.4,22.7,29.7,15.4,22.6,14.8,64.6,0.0,0,0.0,,0.0,0.0,16.3,8.1,349.1,1016.5,0.2,35.0,334.6,29.0,9,,2013-08-01T06:04:00,2013-08-01T20:59:29,0.82,Clear,Clear conditions throughout the day.,clear-day,"06679099999,06670099999,06673099999,06660099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2013-08-02,32.7,19.0,25.1,32.0,19.0,25.1,16.2,61.1,0.0,0,0.0,,0.0,0.0,22.1,9.3,209.1,1014.9,3.6,18.9,328.4,28.6,9,,2013-08-02T06:05:15,2013-08-02T20:58:05,0.85,Clear,Clear conditions throughout the day.,clear-day,"06689099999,06679099999,06670099999,06673099999,06660099999,06664099999,06644099999"
"ZÃ¼rich, ZH, Schweiz",2013-08-03,29.4,20.9,24.3,29.4,20.9,24.3,16.3,62.6,0.02,100,12.5,rain,0.0,0.0,23.0,10.4,41.8,1017.1,38.4,11.7,261.4,22.5,9,,2013-08-03T06:06:31,2013-08-03T20:56:39,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06689099999,06679099999,06670099999,06673099999,06660099999,06664099999,06644099999"
